"origem","destino","mb_antes","mb_depois"
"publications/articles/DOUT_2026_Thiago_Campos.pdf","https://cdn.nipscern.com/publications/dout-2026-thiago-campos.pdf","10.1","1.2"
"publications/articles/ENEMC_2017_Energy_Estimation.pdf","https://cdn.nipscern.com/publications/enemc-2017-energy-estimation.pdf","0.4","0.3"
"publications/articles/ENEMC_2023_Aplicação_de_Filtros.pdf","https://cdn.nipscern.com/publications/enemc-2023-aplicacao-de-filtros.pdf","2.3","0.6"
"publications/articles/ENEMC_2023_Qualidade_de_Dados.pdf","https://cdn.nipscern.com/publications/enemc-2023-qualidade-de-dados.pdf","0.8","0.3"
"publications/articles/ENEMC_2024_Método_Iterativo.pdf","https://cdn.nipscern.com/publications/enemc-2024-metodo-iterativo.pdf","0.6","0.3"
"publications/articles/ENEMC_2024_Qualidade_de_Dados.pdf","https://cdn.nipscern.com/publications/enemc-2024-qualidade-de-dados.pdf","0.8","0.3"
"publications/articles/ENEMC_2024_Real-time_FPGA-based.pdf","https://cdn.nipscern.com/publications/enemc-2024-real-time-fpga-based.pdf","2.2","0.2"
"publications/articles/ENEMC_2024_Simulation_of_the_Upgraded.pdf","https://cdn.nipscern.com/publications/enemc-2024-simulation-of-the-upgraded.pdf","9.3","0.4"
"publications/articles/ENEMC_2025_Análise_de_Variação.pdf","https://cdn.nipscern.com/publications/enemc-2025-analise-de-variacao.pdf","1.6","0.4"
"publications/articles/ENEMC_2025_Estimador_Baseado_em_ICA.pdf","https://cdn.nipscern.com/publications/enemc-2025-estimador-baseado-em-ica.pdf","2.3","0.2"
"publications/articles/ENEMC_2025_Filtragem_Inversa.pdf","https://cdn.nipscern.com/publications/enemc-2025-filtragem-inversa.pdf","0.8","0.2"
"publications/articles/ENEMC_2025_Implementação de Fractal.pdf","https://cdn.nipscern.com/publications/enemc-2025-implementacao-de-fractal.pdf","3","0.5"
"publications/articles/ENEMC_2025_Implementação_de_Funções.pdf","https://cdn.nipscern.com/publications/enemc-2025-implementacao-de-funcoes.pdf","0.5","0.2"
"publications/articles/ENEMC_2025_Simulador_de_Front-End.pdf","https://cdn.nipscern.com/publications/enemc-2025-simulador-de-front-end.pdf","0.4","0.2"
"publications/articles/ENFPC_2005_Detecção_de_Raios.pdf","https://cdn.nipscern.com/publications/enfpc-2005-deteccao-de-raios.pdf","0.7","0.2"
"publications/articles/ENMC_2018_Estimação_de_Energia.pdf","https://cdn.nipscern.com/publications/enmc-2018-estimacao-de-energia.pdf","0.3","0.2"
"publications/articles/ENMC_2019_Estimação_da_Amplitude.pdf","https://cdn.nipscern.com/publications/enmc-2019-estimacao-da-amplitude.pdf","0.4","0.2"
"publications/articles/ENMC_2019_Estimação_da_Energia.pdf","https://cdn.nipscern.com/publications/enmc-2019-estimacao-da-energia.pdf","0.8","0.5"
"publications/articles/ENMC_2019_Implementação_em_FPGA.pdf","https://cdn.nipscern.com/publications/enmc-2019-implementacao-em-fpga.pdf","1.7","0.3"
"publications/articles/ENMC_2025_Fractal.pdf","https://cdn.nipscern.com/publications/enmc-2025-fractal.pdf","3","0.5"
"publications/articles/ICESC_2008_Cosmic_Ray_Detection.pdf","https://cdn.nipscern.com/publications/icesc-2008-cosmic-ray-detection.pdf","0.9","0.2"
"publications/articles/ICHQP_2014_An_Electrical_Signal.pdf","https://cdn.nipscern.com/publications/ichqp-2014-an-electrical-signal.pdf","0.7","0.3"
"publications/articles/ICHQP_2014_Comparison_of_interpolation.pdf","https://cdn.nipscern.com/publications/ichqp-2014-comparison-of-interpolation.pdf","0.3","0.2"
"publications/articles/ICHQP_2016_A_Gapless_Waveform.pdf","https://cdn.nipscern.com/publications/ichqp-2016-a-gapless-waveform.pdf","2.9","0.2"
"publications/articles/ICHQP_2018_Implementation_of_an_Electrical.pdf","https://cdn.nipscern.com/publications/ichqp-2018-implementation-of-an-electrical.pdf","0.1","0.1"
"publications/articles/IEEE_2002_state_machine.pdf","https://cdn.nipscern.com/publications/ieee-2002-state-machine.pdf","0.5","0.3"
"publications/articles/IEEE_2005_tdc_detector.pdf","https://cdn.nipscern.com/publications/ieee-2005-tdc-detector.pdf","1.3","1.3"
"publications/articles/IEEE_2006_quality_control.pdf","https://cdn.nipscern.com/publications/ieee-2006-quality-control.pdf","0.3","0.2"
"publications/articles/IEEE_2015_Calorimeter_Response_Deconvolution.pdf","https://cdn.nipscern.com/publications/ieee-2015-calorimeter-response-deconvolution.pdf","1.3","1"
"publications/articles/IEEE_2017_Power-Quality_Disturbance_Recorder.pdf","https://cdn.nipscern.com/publications/ieee-2017-power-quality-disturbance-recorder.pdf","0.9","0.7"
"publications/articles/IEEE_2017_Sparse_Representation_for_Signal_Reconstruction.pdf","https://cdn.nipscern.com/publications/ieee-2017-sparse-representation-for-signal-reconstruction.pdf","0.8","0.5"
"publications/articles/IEEE_2017_UWB-based_PLC_Systems.pdf","https://cdn.nipscern.com/publications/ieee-2017-uwb-based-plc-systems.pdf","1","0.7"
"publications/articles/IEEE_2021_Spectral_Variation_Based_Signal.pdf","https://cdn.nipscern.com/publications/ieee-2021-spectral-variation-based-signal.pdf","5.5","3.3"
"publications/articles/IEEE_2022_Identification_of_Low_Impedance.pdf","https://cdn.nipscern.com/publications/ieee-2022-identification-of-low-impedance.pdf","2.4","0.9"
"publications/articles/IEEE_2025_A_Maximum_Likelihood.pdf","https://cdn.nipscern.com/publications/ieee-2025-a-maximum-likelihood.pdf","1.8","0.9"
"publications/articles/IEEE_2026_Learned_Soft-Thresholding.pdf","https://cdn.nipscern.com/publications/ieee-2026-learned-soft-thresholding.pdf","0.4","0.3"
"publications/articles/IEEE_2026_Soft-core_processors.pdf","https://cdn.nipscern.com/publications/ieee-2026-soft-core-processors.pdf","1.7","1.2"
"publications/articles/IJNM_2019_Sparse_representation_algorithm.pdf","https://cdn.nipscern.com/publications/ijnm-2019-sparse-representation-algorithm.pdf","1","0.8"
"publications/articles/INSCIT_2024_Application_of_Wiener.pdf","https://cdn.nipscern.com/publications/inscit-2024-application-of-wiener.pdf","0.8","0.2"
"publications/articles/INTER_2010_Optimal_Signal.pdf","https://cdn.nipscern.com/publications/inter-2010-optimal-signal.pdf","1.3","0.7"
"publications/articles/ITS_2010_A_Low-Cost.pdf","https://cdn.nipscern.com/publications/its-2010-a-low-cost.pdf","0.2","0.1"
"publications/articles/IWSSIP_2020_Novelty_Detection.pdf","https://cdn.nipscern.com/publications/iwssip-2020-novelty-detection.pdf","1.2","0.2"
"publications/articles/JCAES_2021_Linear_Equation_System_Solver_Circuit.pdf","https://cdn.nipscern.com/publications/jcaes-2021-linear-equation-system-solver-circuit.pdf","2","0.7"
"publications/articles/JCAES_2022_Performance_of_Optimal_Linear_Filtering.pdf","https://cdn.nipscern.com/publications/jcaes-2022-performance-of-optimal-linear-filtering.pdf","0.9","0.5"
"publications/articles/jCEC_2023_Probability_based_data_quality_for_energy.pdf","https://cdn.nipscern.com/publications/jcec-2023-probability-based-data-quality-for-energy.pdf","0.8","0.5"
"publications/articles/JCIS_2018_Embedded_Signal_Processing.pdf","https://cdn.nipscern.com/publications/jcis-2018-embedded-signal-processing.pdf","1.4","0.4"
"publications/articles/JINST_2019_Online_energy_reconstruction.pdf","https://cdn.nipscern.com/publications/jinst-2019-online-energy-reconstruction.pdf","2.2","0.8"
"publications/articles/JINST_2021_A_matched_filter.pdf","https://cdn.nipscern.com/publications/jinst-2021-a-matched-filter.pdf","2.4","0.8"
"publications/articles/JINST_2021_Sparse_deconvolution_methods.pdf","https://cdn.nipscern.com/publications/jinst-2021-sparse-deconvolution-methods.pdf","2.4","1.3"
"publications/articles/JINST_2024_An_FPGA-based_parallel_deconvolution.pdf","https://cdn.nipscern.com/publications/jinst-2024-an-fpga-based-parallel-deconvolution.pdf","13.4","11.2"
"publications/articles/LECC_2005_Test_Station.pdf","https://cdn.nipscern.com/publications/lecc-2005-test-station.pdf","0.1","0.1"
"publications/articles/MEST_2014_Luiz_Eduardo_Balabram.pdf","https://cdn.nipscern.com/publications/mest-2014-luiz-eduardo-balabram.pdf","15.4","4.3"
"publications/articles/MEST_2014_Marlon_Lucas.pdf","https://cdn.nipscern.com/publications/mest-2014-marlon-lucas.pdf","1.2","1.1"
"publications/articles/MEST_2014_Rodrigo_Araujo.pdf","https://cdn.nipscern.com/publications/mest-2014-rodrigo-araujo.pdf","5.9","2.8"
"publications/articles/MEST_2015_Eder_Barboza.pdf","https://cdn.nipscern.com/publications/mest-2015-eder-barboza.pdf","4.7","3.9"
"publications/articles/MEST_2015_João_Paulo_Bittencourt.pdf","https://cdn.nipscern.com/publications/mest-2015-joao-paulo-bittencourt.pdf","3.4","1.9"
"publications/articles/MEST_2015_Marcos_Vinícius_Teixeira.pdf","https://cdn.nipscern.com/publications/mest-2015-marcos-vinicius-teixeira.pdf","16.4","2.7"
"publications/articles/MEST_2016_Thiago_Campos.pdf","https://cdn.nipscern.com/publications/mest-2016-thiago-campos.pdf","3.7","1.4"
"publications/articles/MEST_2017_Dayane_Oliveira.pdf","https://cdn.nipscern.com/publications/mest-2017-dayane-oliveira.pdf","5.8","2.4"
"publications/articles/MEST_2017_Mateus_Hufnagel.pdf","https://cdn.nipscern.com/publications/mest-2017-mateus-hufnagel.pdf","6.2","3.5"
"publications/articles/MEST_2020_Guilherme_Inácio.pdf","https://cdn.nipscern.com/publications/mest-2020-guilherme-inacio.pdf","4.5","1.4"
"publications/articles/MEST_2023_Melissa_Santos.pdf","https://cdn.nipscern.com/publications/mest-2023-melissa-santos.pdf","12.3","2.7"
"publications/articles/MEST_2025_Leandro_da_Graça_Ribeiro.pdf","https://cdn.nipscern.com/publications/mest-2025-leandro-da-graca-ribeiro.pdf","21.8","2.3"
"publications/articles/MEST_2025_Lucca_Oliveira.pdf","https://cdn.nipscern.com/publications/mest-2025-lucca-oliveira.pdf","37.9","2.9"
"publications/articles/MEST_2025_Wesley_Mateus.pdf","https://cdn.nipscern.com/publications/mest-2025-wesley-mateus.pdf","6.1","1.1"
"publications/articles/MEST_2026_Fábio_Cardani_Luna.pdf","https://cdn.nipscern.com/publications/mest-2026-fabio-cardani-luna.pdf","2.9","2"
"publications/articles/NIM_2008_LHCb_muon_system.pdf","https://cdn.nipscern.com/publications/nim-2008-lhcb-muon-system.pdf","1.1","1"
"publications/articles/NIM_2024_Non-negative_sparse_deconvolution.pdf","https://cdn.nipscern.com/publications/nim-2024-non-negative-sparse-deconvolution.pdf","2.2","0.5"
"publications/articles/NSS_2004_A_TDC-Based_System.pdf","https://cdn.nipscern.com/publications/nss-2004-a-tdc-based-system.pdf","3.2","0.3"
"publications/articles/NSS_2021_A_High-Speed_Image.pdf","https://cdn.nipscern.com/publications/nss-2021-a-high-speed-image.pdf","0.6","0.3"
"publications/articles/PESGM_2016_The_Concept_of_Novelty.pdf","https://cdn.nipscern.com/publications/pesgm-2016-the-concept-of-novelty.pdf","0.2","0.2"
"publications/articles/SBAI_2025_Análise_do_método_linear.pdf","https://cdn.nipscern.com/publications/sbai-2025-analise-do-metodo-linear.pdf","0.5","0.2"
"publications/articles/SBAI_2025_Implementação_em_FPGA.pdf","https://cdn.nipscern.com/publications/sbai-2025-implementacao-em-fpga.pdf","0.6","0.2"
"publications/articles/SBAI_2025_Simulador_de_Pulsos_do_Tilecal.pdf","https://cdn.nipscern.com/publications/sbai-2025-simulador-de-pulsos-do-tilecal.pdf","0.7","0.4"
"publications/articles/SBAI_2025_Simulador_de_Pulsos_para_o_Upgrade.pdf","https://cdn.nipscern.com/publications/sbai-2025-simulador-de-pulsos-para-o-upgrade.pdf","0.8","0.2"
"publications/articles/SBCCI_2025_Uncorrelated_Pseudo-Random.pdf","https://cdn.nipscern.com/publications/sbcci-2025-uncorrelated-pseudo-random.pdf","0.5","0.2"
"publications/articles/SBRT_2015_Estimativa_da_Energia.pdf","https://cdn.nipscern.com/publications/sbrt-2015-estimativa-da-energia.pdf","0.1","0.1"
"publications/articles/SBRT_2017_Contribuições_para_o_Sistema_Digital.pdf","https://cdn.nipscern.com/publications/sbrt-2017-contribuicoes-para-o-sistema-digital.pdf","0.5","0.3"
"publications/articles/SBRT_2017_Redes_Neurais.pdf","https://cdn.nipscern.com/publications/sbrt-2017-redes-neurais.pdf","1","0.2"
"publications/articles/SBRT_2017_Representação_Esparsa.pdf","https://cdn.nipscern.com/publications/sbrt-2017-representacao-esparsa.pdf","1.3","0.2"
"publications/articles/SBRT_2018_Circuito_Digital.pdf","https://cdn.nipscern.com/publications/sbrt-2018-circuito-digital.pdf","0.6","0.2"
"publications/articles/SBRT_2018_Implementação_em_FPGA.pdf","https://cdn.nipscern.com/publications/sbrt-2018-implementacao-em-fpga.pdf","0.5","0.2"
"publications/articles/SBRT_2019_Combinando_Filtro_Casado.pdf","https://cdn.nipscern.com/publications/sbrt-2019-combinando-filtro-casado.pdf","0.5","0.2"
"publications/articles/SBRT_2019_Combinando_Redes_Neurais.pdf","https://cdn.nipscern.com/publications/sbrt-2019-combinando-redes-neurais.pdf","1.4","0.5"
"publications/articles/SBRT_2020_Estimação_da_amplitude.pdf","https://cdn.nipscern.com/publications/sbrt-2020-estimacao-da-amplitude.pdf","0.2","0.1"
"publications/articles/SBRT_2020_Estimador_Adaptativo.pdf","https://cdn.nipscern.com/publications/sbrt-2020-estimador-adaptativo.pdf","0.7","0.2"
"publications/articles/SBRT_2020_Fusão_de_Dados.pdf","https://cdn.nipscern.com/publications/sbrt-2020-fusao-de-dados.pdf","1.2","0.3"
"publications/articles/SBRT_2020_Método_Iterativo.pdf","https://cdn.nipscern.com/publications/sbrt-2020-metodo-iterativo.pdf","1.6","0.2"
"publications/articles/SBRT_2020_Processamento_multicore.pdf","https://cdn.nipscern.com/publications/sbrt-2020-processamento-multicore.pdf","1.9","0.3"
"publications/articles/SBRT_2021_Implementação_de_Redes.pdf","https://cdn.nipscern.com/publications/sbrt-2021-implementacao-de-redes.pdf","1.7","0.3"
"publications/articles/SBRT_2024_Detecção_e_Estimação.pdf","https://cdn.nipscern.com/publications/sbrt-2024-deteccao-e-estimacao.pdf","0.3","0.1"
"publications/articles/SBRT_2024_Estimação_de_Energia.pdf","https://cdn.nipscern.com/publications/sbrt-2024-estimacao-de-energia.pdf","0.3","0.2"
"publications/articles/Sforum_2025_Design_and_Implementation.pdf","https://cdn.nipscern.com/publications/sforum-2025-design-and-implementation.pdf","0.3","0.2"
"publications/articles/Sforum_2025_Multi-memory_Approach.pdf","https://cdn.nipscern.com/publications/sforum-2025-multi-memory-approach.pdf","0.9","0.1"
"publications/articles/TCC_2011_Rodrigo Araujo.pdf","https://cdn.nipscern.com/publications/tcc-2011-rodrigo-araujo.pdf","7.9","2.2"
"publications/articles/TCC_2016_Leandro_Silva.pdf","https://cdn.nipscern.com/publications/tcc-2016-leandro-silva.pdf","1.2","0.8"
"publications/articles/TCC_2016_Pedro_Esperidião.pdf","https://cdn.nipscern.com/publications/tcc-2016-pedro-esperidiao.pdf","4.2","1"
"publications/articles/TCC_2018_Pedro_Brick.pdf","https://cdn.nipscern.com/publications/tcc-2018-pedro-brick.pdf","0.9","0.8"
"publications/articles/TCC_2019_Túlio Fernandes.pdf","https://cdn.nipscern.com/publications/tcc-2019-tulio-fernandes.pdf","0.4","0.3"
"publications/articles/TCC_2020_Alessa_Monay.pdf","https://cdn.nipscern.com/publications/tcc-2020-alessa-monay.pdf","12.8","1.5"
"publications/articles/TCC_2020_Melissa_Santos.pdf","https://cdn.nipscern.com/publications/tcc-2020-melissa-santos.pdf","7.9","2"
"publications/articles/TCC_2021_Kinn_Belarmino.pdf","https://cdn.nipscern.com/publications/tcc-2021-kinn-belarmino.pdf","3.4","1.3"
"publications/articles/TCC_2023_Lucca_Oliveira.pdf","https://cdn.nipscern.com/publications/tcc-2023-lucca-oliveira.pdf","15.2","1.6"
"publications/articles/TCC_2025_Tiago_de_Castro.pdf","https://cdn.nipscern.com/publications/tcc-2025-tiago-de-castro.pdf","1.8","1.2"
"assets/images/news/cgv/cgv_concept_200k_cells_browser_test.mp4","https://cdn.nipscern.com/videos/cgv-concept-200k-cells-browser-test.mp4","78.4","16.5"
"assets/images/news/cgv/horizontal_low_res_atlas_control_room_with_cgv_big_screen.mp4","https://cdn.nipscern.com/videos/horizontal-low-res-atlas-control-room-with-cgv-big-screen.mp4","9.4","9.4"
"assets/images/news/cgv/tour_atlas_control_room_cgv_big_screen.mp4","https://cdn.nipscern.com/videos/tour-atlas-control-room-cgv-big-screen.mp4","73.8","19"
"assets/images/news/cgv/vertical_cgv_big_screen.mp4","https://cdn.nipscern.com/videos/vertical-cgv-big-screen.mp4","74.1","19.7"
"assets/images/news/cgv/vertical_cgv_big_screen_2.mp4","https://cdn.nipscern.com/videos/vertical-cgv-big-screen-2.mp4","49","11.3"
"assets/images/news/cgv/vertical_low_res_atlas_control_room_with_cgv_big_screen.mp4","https://cdn.nipscern.com/videos/vertical-low-res-atlas-control-room-with-cgv-big-screen.mp4","3.5","3.5"
"assets/videos/CERN-FOOTAGE-2014-050-011-2160p.mp4","https://cdn.nipscern.com/videos/cern-footage-2014-050-011.mp4","55.7","50.3"
"assets/images/cern/atlas-cutaway.png","SITE: assets/images/cern/atlas-cutaway.webp","8.6","0.31"
"assets/images/cern/atlas-daq.jpg","SITE: assets/images/cern/atlas-daq.webp","2.9","0.26"
"assets/images/cern/cern-aerial.png","SITE: assets/images/cern/cern-aerial.webp","5.9","0.45"
"assets/images/cern/cern-globe.jpg","SITE: assets/images/cern/cern-globe.webp","12.9","0.6"
"assets/images/cern/lar-accordion.jpg","SITE: assets/images/cern/lar-accordion.webp","5.2","0.36"
"assets/images/cern/lhc-magnet.jpg","SITE: assets/images/cern/lhc-magnet.webp","36.5","0.58"
"assets/images/cern/lhc-tunnel.jpg","SITE: assets/images/cern/lhc-tunnel.webp","31.4","0.29"
"assets/images/cern/tilecal-module.jpg","SITE: assets/images/cern/tilecal-module.webp","2.2","0.54"
"assets/images/news/cgv/big_screen_and_computers_with_cgv_open.png","SITE: assets/images/news/cgv/big_screen_and_computers_with_cgv_open.webp","9.5","0.37"
"assets/images/news/cgv/big_screen_and_computers_with_cgv_open_2.png","SITE: assets/images/news/cgv/big_screen_and_computers_with_cgv_open_2.webp","9.4","0.39"
"assets/images/news/cgv/big_screen_and_computers_with_cgv_open_3.png","SITE: assets/images/news/cgv/big_screen_and_computers_with_cgv_open_3.webp","9.3","0.4"
"assets/images/news/cgv/big_screen_and_computers_with_cgv_open_cut.png","SITE: assets/images/news/cgv/big_screen_and_computers_with_cgv_open_cut.webp","10.9","0.28"
"assets/images/news/cgv/big_screen_and_shifter_with_cgv_open.png","SITE: assets/images/news/cgv/big_screen_and_shifter_with_cgv_open.webp","11.7","0.33"
"assets/images/news/cgv/big_screen_and_shifter_with_cgv_open_2.png","SITE: assets/images/news/cgv/big_screen_and_shifter_with_cgv_open_2.webp","9","0.37"
"assets/images/news/cgv/big_screen_with_cgv_open.png.png","SITE: assets/images/news/cgv/big_screen_with_cgv_open.png.webp","9.3","0.31"
"assets/images/news/cgv/big_screen_with_cgv_open_2.png","SITE: assets/images/news/cgv/big_screen_with_cgv_open_2.webp","8.9","0.28"
"assets/images/news/cgv/big_screen_with_cgv_open_3.png","SITE: assets/images/news/cgv/big_screen_with_cgv_open_3.webp","9.5","0.33"
"assets/images/news/cgv/CGVWEB_2560x1440_2026-04-30T22-09-10.png","SITE: assets/images/news/cgv/CGVWEB_2560x1440_2026-04-30T22-09-10.webp","7.5","0.16"
"assets/images/news/breakthrough-prize-2025.jpg","SITE: assets/images/news/breakthrough-prize-2025.webp","2.2","0.2"
"assets/images/projects/sapho_background.png","SITE: assets/images/projects/sapho_background.webp","5.7","0.05"
"assets/lab/cern/Detector_de_muons_com_simbolo_da_UFJF.jpg","SITE: assets/lab/cern/Detector_de_muons_com_simbolo_da_UFJF.webp","7.2","0.59"
"assets/lab/cern/Digitalizadores.jpg","SITE: assets/lab/cern/Digitalizadores.webp","6.2","0.59"
"assets/lab/cern/Eletronica_de_Front_End.jpg","SITE: assets/lab/cern/Eletronica_de_Front_End.webp","6.9","0.39"
"assets/lab/cern/Kit_de_desenvolvimento_FPGA.jpg","SITE: assets/lab/cern/Kit_de_desenvolvimento_FPGA.webp","6.8","0.41"
"assets/lab/cern/Modulo_TileCal.jpg","SITE: assets/lab/cern/Modulo_TileCal.webp","6.3","0.58"
"assets/lab/cern/Mother_Boards.jpg","SITE: assets/lab/cern/Mother_Boards.webp","6.8","0.38"
"assets/lab/cern/Panoramica.jpg","SITE: assets/lab/cern/Panoramica.webp","23","0.23"
"assets/lab/cern/PMTs.jpg","SITE: assets/lab/cern/PMTs.webp","7.7","0.54"
"assets/lab/cern/Teste_de_PMTs.jpg","SITE: assets/lab/cern/Teste_de_PMTs.webp","6.8","0.48"
"assets/lab/cern/Detector de muons com simbolo da UFJF.HEIC","SITE: assets/lab/cern/Detector de muons com simbolo da UFJF.webp","2.5","0.59"
"assets/lab/cern/Digitalizadores.HEIC","SITE: assets/lab/cern/Digitalizadores-heic.webp","1.8","0.59"
"assets/lab/cern/Eletronica de Front End.HEIC","SITE: assets/lab/cern/Eletronica de Front End.webp","2.1","0.39"
"assets/lab/cern/Kit de desenvolvimento FPGA.HEIC","SITE: assets/lab/cern/Kit de desenvolvimento FPGA.webp","2.2","0.41"
"assets/lab/cern/Modulo TileCal.HEIC","SITE: assets/lab/cern/Modulo TileCal.webp","1.8","0.58"
